symbol,timeframe,timestamp,date,time,open,high,low,close,volume,source
DITAS,D,2025-12-23 08:00:00,2025-12-23,08:00:00,44600.60156,44710.60156,44445.60156,44590.60156,0,DIRECTA
DITAS,D,2025-12-29 08:00:00,2025-12-29,08:00:00,44680.57813,44715.57813,44400.57813,44445.57813,0,DIRECTA
DITAS,D,2025-12-30 08:00:00,2025-12-30,08:00:00,44420.01172,45025.01172,44405.01172,44945.01172,0,DIRECTA
DITAS,D,2026-01-02 08:00:00,2026-01-02,08:00:00,44996.53906,45386.53906,44841.53906,45331.53906,0,DIRECTA
DITAS,D,2026-01-05 08:00:00,2026-01-05,08:00:00,45607.03125,45872.03125,45547.03125,45867.03125,0,DIRECTA
DITAS,D,2026-01-06 08:00:00,2026-01-06,08:00:00,45939.32031,46184.32031,45734.32031,45754.32031,0,DIRECTA
DITAS,D,2026-01-07 08:00:00,2026-01-07,08:00:00,45747.42969,45972.42969,45552.42969,45647.42969,0,DIRECTA
DITAS,D,2026-01-08 08:00:00,2026-01-08,08:00:00,45421.67969,45711.67969,45376.67969,45706.67969,0,DIRECTA
DITAS,D,2026-01-09 08:00:00,2026-01-09,08:00:00,45809.69922,45809.69922,45569.69922,45754.69922,0,DIRECTA
DITAS,D,2026-01-12 08:00:00,2026-01-12,08:00:00,45691.26172,45766.26172,45366.26172,45751.26172,0,DIRECTA
DITAS,D,2026-01-13 08:00:00,2026-01-13,08:00:00,45846.19922,45851.19922,45471.19922,45546.19922,0,DIRECTA
DITAS,D,2026-01-14 08:00:00,2026-01-14,08:00:00,45518.10156,45783.10156,45518.10156,45593.10156,0,DIRECTA
DITAS,D,2026-01-15 08:00:00,2026-01-15,08:00:00,45791.39844,45936.39844,45701.39844,45856.39844,0,DIRECTA
DITAS,D,2026-01-16 08:00:00,2026-01-16,08:00:00,45795.76953,45825.76953,45630.76953,45720.76953,0,DIRECTA
DITAS,D,2026-01-19 08:00:00,2026-01-19,08:00:00,45247.69141,45502.69141,45062.69141,45227.69141,0,DIRECTA
DITAS,D,2026-01-20 08:00:00,2026-01-20,08:00:00,44939.89063,44949.89063,44449.89063,44694.89063,0,DIRECTA
DITAS,D,2026-01-21 08:00:00,2026-01-21,08:00:00,44522.46094,44672.46094,44052.46094,44322.46094,0,DIRECTA
DITAS,D,2026-01-22 08:00:00,2026-01-22,08:00:00,44922.35938,45182.35938,44762.35938,45052.35938,0,DIRECTA
DITAS,D,2026-01-23 08:00:00,2026-01-23,08:00:00,44997.23047,44997.23047,44622.23047,44842.23047,0,DIRECTA
DITAS,D,2026-01-26 08:00:00,2026-01-26,08:00:00,44846.60156,45096.60156,44796.60156,44946.60156,0,DIRECTA
DITAS,D,2026-01-27 08:00:00,2026-01-27,08:00:00,44949.60156,45404.60156,44864.60156,45299.60156,0,DIRECTA
DITAS,D,2026-01-28 08:00:00,2026-01-28,08:00:00,44937.60156,45576.44141,44901.44141,45101.44141,0,DIRECTA
DITAS,D,2026-01-29 08:00:00,2026-01-29,08:00:00,45233.73047,45578.73047,44973.73047,45088.73047,0,DIRECTA
DITAS,D,2026-01-30 08:00:00,2026-01-30,08:00:00,45192.60156,45587.60156,45097.60156,45507.60156,0,DIRECTA
DITAS,D,2026-02-02 08:00:00,2026-02-02,08:00:00,45141.42188,46101.42188,45121.42188,46031.42188,0,DIRECTA
DITAS,D,2026-02-03 08:00:00,2026-02-03,08:00:00,46193.21094,46528.21094,46133.21094,46393.21094,0,DIRECTA
DITAS,D,2026-02-04 08:00:00,2026-02-04,08:00:00,46450.51953,47100.51953,46450.51953,46640.51953,0,DIRECTA
DITAS,D,2026-02-05 08:00:00,2026-02-05,08:00:00,46645.42969,46755.42969,45570.42969,45840.42969,0,DIRECTA
DITAS,D,2026-02-06 08:00:00,2026-02-06,08:00:00,45728.57031,45963.57031,45378.57031,45853.57031,0,DIRECTA
DITAS,D,2026-02-09 08:00:00,2026-02-09,08:00:00,46218.19922,46833.19922,46148.19922,46793.19922,0,DIRECTA
DITAS,D,2026-02-10 08:00:00,2026-02-10,08:00:00,46826.80859,46991.80859,46621.80859,46841.80859,0,DIRECTA
DITAS,D,2026-02-11 08:00:00,2026-02-11,08:00:00,46793.98828,46858.98828,46218.98828,46458.98828,0,DIRECTA
DITAS,D,2026-02-12 08:00:00,2026-02-12,08:00:00,46698.82813,46943.82813,46113.82813,46203.82813,0,DIRECTA
DITAS,D,2026-02-13 08:00:00,2026-02-13,08:00:00,46150.94922,46205.94922,45105.94922,45465.94922,0,DIRECTA
DITAS,D,2026-02-16 08:00:00,2026-02-16,08:00:00,45460.62109,45760.62109,45380.62109,45460.62109,0,DIRECTA
DITAS,D,2026-02-17 08:00:00,2026-02-17,08:00:00,45283.19922,45798.19922,45208.19922,45733.19922,0,DIRECTA
DITAS,D,2026-02-18 08:00:00,2026-02-18,08:00:00,45890.07031,46415.07031,45860.07031,46345.07031,0,DIRECTA
DITAS,D,2026-02-19 08:00:00,2026-02-19,08:00:00,46324.08984,46354.08984,45549.08984,45814.08984,0,DIRECTA
DITAS,D,2026-02-20 08:00:00,2026-02-20,08:00:00,45926.21875,46716.21875,45881.21875,46511.21875,0,DIRECTA
DITAS,D,2026-02-23 08:00:00,2026-02-23,08:00:00,46382.98047,47102.98047,46352.98047,46662.98047,0,DIRECTA
DITAS,D,2026-02-24 08:00:00,2026-02-24,08:00:00,46712.28906,46747.28906,46382.28906,46657.28906,0,DIRECTA
DITAS,D,2026-02-25 08:00:00,2026-02-25,08:00:00,46859.28906,47209.28906,46844.28906,47174.28906,0,DIRECTA
DITAS,D,2026-02-26 08:00:00,2026-02-26,08:00:00,47154.44141,47449.44141,47049.44141,47319.44141,0,DIRECTA
DITAS,D,2026-02-27 08:00:00,2026-02-27,08:00:00,47424.94141,47659.94141,47014.94141,47024.94141,0,DIRECTA
DITAS,D,2026-03-02 08:00:00,2026-03-02,08:00:00,46343.89063,46503.89063,45838.89063,46368.89063,0,DIRECTA
DITAS,D,2026-03-03 08:00:00,2026-03-03,08:00:00,45959.39844,46029.39844,44019.39844,44619.39844,0,DIRECTA
DITAS,D,2026-03-04 08:00:00,2026-03-04,08:00:00,44596.46094,45516.46094,44321.46094,45351.46094,0,DIRECTA
DITAS,D,2026-03-05 08:00:00,2026-03-05,08:00:00,45247.87891,45677.87891,44542.87891,44742.87891,0,DIRECTA
DITAS,D,2026-03-06 08:00:00,2026-03-06,08:00:00,44908.55078,45063.55078,43663.55078,44228.55078,0,DIRECTA
DITAS,D,2026-03-09 08:00:00,2026-03-09,08:00:00,43108.26172,44158.26172,42693.26172,44118.26172,0,DIRECTA
DITAS,D,2026-03-10 08:00:00,2026-03-10,08:00:00,44642.96094,45407.96094,44617.96094,45307.96094,0,DIRECTA
DITAS,D,2026-03-11 08:00:00,2026-03-11,08:00:00,45021.69141,45121.69141,44581.69141,44851.69141,0,DIRECTA
DITAS,D,2026-03-12 08:00:00,2026-03-12,08:00:00,44548.96094,44818.96094,43978.96094,44418.96094,0,DIRECTA
DITAS,D,2026-03-13 08:00:00,2026-03-13,08:00:00,44371.17969,44911.17969,43816.17969,44286.17969,0,DIRECTA
